Document, Word, Count
0, 7347, 1
0, 453, 2
0, 4447, 1
0, 7413, 1
0, 7154, 2
0, 7117, 2
0, 517, 1
0, 3922, 5
0, 6958, 3
0, 3636, 1
0, 5821, 1
0, 2132, 1
0, 5813, 1
0, 6036, 1
0, 422, 2
0, 7389, 1
0, 1754, 1
0, 4183, 3
0, 5471, 3
0, 6965, 1
0, 1396, 1
0, 296, 1
0, 969, 1
0, 7250, 1
0, 5781, 10
0, 1087, 1
0, 6757, 1
0, 4538, 1
0, 5765, 2
0, 1768, 5
0, 3472, 1
0, 1762, 1
0, 6581, 1
0, 6914, 1
0, 4696, 5
0, 1511, 1
0, 1502, 1
0, 4265, 1
0, 6332, 1
0, 4278, 3
0, 445, 1
0, 345, 1
0, 4846, 1
0, 3050, 1
0, 2015, 4
0, 5796, 1
0, 267, 6
0, 4528, 1
0, 5618, 2
0, 6510, 1
0, 1552, 6
0, 1128, 2
0, 7110, 2
0, 4430, 2
0, 2722, 1
0, 6536, 2
0, 6543, 6
0, 5361, 1
0, 7418, 1
0, 6388, 2
0, 6931, 1
0, 943, 2
0, 1365, 1
0, 4179, 1
0, 6746, 1
0, 5484, 1
0, 6713, 1
0, 4792, 1
0, 563, 6
0, 4631, 1
0, 4286, 2
0, 3809, 1
0, 6523, 13
0, 3519, 2
0, 1082, 1
0, 3314, 1
0, 2471, 1
0, 4880, 2
0, 3341, 1
0, 6560, 2
0, 6129, 1
0, 5122, 3
0, 6218, 4
0, 553, 1
0, 1372, 2
0, 229, 5
0, 4291, 1
0, 644, 2
0, 3921, 1
0, 7043, 1
0, 3130, 2
0, 6826, 1
0, 4234, 2
0, 3312, 1
0, 5918, 1
0, 3623, 7
0, 3832, 5
0, 3482, 1
0, 5269, 1
0, 1900, 1
0, 723, 1
0, 472, 1
0, 1333, 1
0, 1484, 1
0, 3971, 2
0, 6243, 5
0, 712, 1
0, 6227, 1
0, 540, 1
0, 1806, 1
0, 603, 2
0, 1944, 1
0, 5589, 1
0, 3815, 4
0, 5871, 1
0, 6357, 1
0, 3617, 1
0, 7168, 8
0, 6158, 4
0, 6529, 8
0, 4338, 1
0, 2000, 1
0, 3713, 1
0, 7130, 2
0, 7037, 2
0, 5889, 1
0, 5332, 2
0, 5916, 4
0, 3338, 1
0, 7186, 2
0, 3408, 1
0, 1847, 1
0, 4779, 4
0, 7143, 9
0, 217, 7
0, 3764, 1
0, 1112, 8
0, 2411, 18
0, 6179, 1
0, 2268, 2
0, 4515, 1
0, 1738, 1
0, 3641, 2
0, 1798, 2
0, 6819, 2
0, 5490, 2
0, 6813, 1
0, 6794, 2
0, 763, 1
0, 3895, 1
0, 1823, 1
0, 1869, 1
0, 5199, 2
0, 555, 3
0, 5395, 1
0, 3860, 1
0, 5600, 1
0, 3813, 1
0, 6353, 2
0, 4930, 4
0, 6113, 2
0, 2690, 86
0, 880, 2
0, 2559, 55
0, 3381, 1
0, 861, 1
0, 6740, 2
0, 6312, 3
0, 2865, 1
0, 103, 2
0, 3984, 25
0, 6979, 1
0, 1554, 5
0, 528, 2
0, 1596, 1
0, 5254, 2
0, 4296, 1
0, 4134, 1
0, 6997, 1
0, 5700, 3
0, 22, 1
0, 2120, 1
0, 5488, 4
0, 3112, 1
0, 4399, 1
0, 1211, 3
0, 3316, 1
0, 4872, 2
0, 65, 4
0, 981, 1
0, 1885, 3
0, 5478, 1
0, 3912, 1
0, 2108, 1
0, 6273, 1
0, 6314, 3
0, 450, 6
0, 3386, 1
0, 6436, 1
0, 4431, 1
0, 3196, 2
0, 4042, 1
0, 2361, 4
0, 1509, 7
0, 582, 1
0, 4421, 1
0, 869, 3
0, 1379, 2
0, 2709, 12
0, 3987, 1
0, 6498, 4
0, 303, 1
0, 1108, 2
0, 3181, 2
0, 557, 1
0, 6934, 1
0, 2479, 1
0, 4824, 1
0, 5684, 1
0, 3325, 1
0, 5743, 1
0, 3870, 1
0, 1238, 1
0, 2211, 2
0, 4734, 2
0, 3510, 3
0, 1702, 6
0, 3250, 1
0, 3606, 2
0, 513, 2
0, 1550, 1
0, 4471, 1
0, 3733, 2
0, 3436, 20
0, 6973, 6
0, 1423, 1
0, 6336, 1
0, 2703, 7
0, 1819, 1
0, 5670, 3
0, 6053, 1
0, 155, 2
0, 4180, 1
0, 6793, 1
0, 5405, 1
0, 2826, 2
0, 150, 2
0, 3195, 1
0, 4749, 3
0, 5725, 1
0, 31, 1
0, 2841, 3
0, 1982, 9
0, 5083, 1
0, 7301, 4
0, 749, 1
0, 372, 2
0, 5553, 4
0, 6836, 1
0, 2486, 1
0, 2099, 4
0, 7024, 1
0, 5052, 1
0, 1994, 1
0, 4173, 27
0, 1548, 22
0, 6852, 3
0, 4343, 1
0, 2201, 1
0, 4068, 2
0, 363, 2
0, 6990, 1
0, 3366, 2
0, 2671, 1
0, 596, 13
0, 4017, 1
0, 2374, 1
0, 3401, 1
0, 5885, 1
0, 1343, 3
0, 3416, 1
0, 893, 1
0, 2645, 1
0, 307, 1
0, 6384, 2
0, 4767, 3
0, 1901, 6
0, 6050, 1
0, 5355, 2
0, 3612, 2
0, 2832, 1
0, 1284, 2
0, 2042, 1
0, 2274, 5
0, 5659, 8
0, 6341, 4
0, 6119, 1
0, 6559, 3
0, 6011, 1
0, 4599, 1
0, 5144, 1
0, 4663, 1
0, 1051, 1
0, 3198, 1
0, 6334, 3
0, 1884, 1
0, 5642, 1
0, 5820, 2
0, 6361, 2
0, 1218, 4
0, 1713, 1
0, 95, 2
0, 2434, 1
0, 6867, 1
0, 3097, 2
0, 5665, 1
0, 2141, 1
0, 368, 4
0, 1190, 2
0, 1134, 3
0, 6699, 1
0, 4021, 1
0, 5902, 2
0, 2678, 1
0, 5369, 1
0, 1036, 1
0, 1259, 1
0, 4335, 1
0, 6632, 2
0, 4908, 10
0, 948, 1
0, 2643, 4
0, 3298, 2
0, 4940, 2
0, 613, 8
0, 5847, 1
0, 591, 1
0, 7226, 1
0, 4544, 1
0, 6458, 3
0, 545, 1
0, 6613, 3
0, 4324, 2
0, 6482, 12
0, 1710, 1
0, 1867, 3
0, 4771, 4
0, 5004, 1
0, 4556, 4
0, 5919, 1
0, 3206, 1
0, 4354, 2
0, 4377, 1
0, 7287, 2
0, 3778, 1
0, 7062, 1
0, 4859, 1
0, 4239, 1
0, 843, 2
0, 3948, 1
0, 6287, 1
0, 6095, 2
0, 4225, 1
0, 1986, 3
0, 2192, 1
0, 6537, 1
0, 1824, 33
0, 6491, 2
0, 439, 1
0, 2803, 1
0, 674, 3
0, 6478, 3
0, 5638, 1
0, 434, 1
0, 761, 5
0, 353, 2
0, 3317, 1
0, 5187, 1
0, 979, 1
0, 7013, 7
0, 1330, 6
0, 5320, 1
0, 2378, 1
0, 1581, 1
0, 7083, 1
0, 1721, 1
0, 4661, 2
0, 5876, 1
0, 139, 1
0, 6593, 1
0, 940, 1
0, 1255, 8
0, 483, 1
0, 7296, 1
0, 5778, 2
0, 1611, 1
0, 6658, 1
0, 412, 1
0, 1442, 3
0, 446, 4
0, 5680, 2
0, 1266, 7
0, 1696, 2
0, 5402, 1
0, 6524, 7
0, 1206, 3
0, 4434, 1
0, 4945, 7
0, 6153, 2
0, 421, 1
0, 6230, 3
0, 6711, 1
0, 5097, 3
0, 4144, 6
0, 6126, 1
0, 1191, 1
0, 4576, 1
0, 42, 1
0, 3455, 1
0, 6837, 3
0, 3389, 1
0, 6401, 1
0, 1585, 1
0, 3661, 2
0, 5552, 2
0, 3187, 1
0, 1817, 5
0, 5031, 1
0, 2321, 1
0, 71, 1
0, 4829, 5
0, 3460, 2
0, 2219, 7
0, 3923, 1
0, 577, 2
0, 6526, 6
0, 3146, 2
0, 475, 1
0, 2529, 2
0, 739, 1
0, 370, 1
0, 3840, 1
0, 6693, 1
0, 6600, 1
0, 5893, 5
0, 2383, 2
0, 2633, 1
0, 1339, 1
0, 5679, 1
0, 789, 2
0, 6475, 2
0, 3355, 2
0, 6833, 1
0, 3511, 1
0, 601, 1
0, 1977, 1
0, 642, 4
0, 6895, 1
0, 4726, 1
0, 2022, 1
0, 1421, 1
0, 141, 3
0, 2532, 1
0, 1948, 2
0, 2613, 1
0, 897, 3
0, 5126, 1
0, 5456, 3
0, 2380, 1
0, 5228, 1
0, 5954, 1
0, 964, 1
0, 1169, 1
0, 6200, 1
0, 1667, 2
0, 4851, 6
0, 1409, 1
0, 4204, 1
0, 1148, 1
0, 3754, 1
0, 1356, 6
0, 5103, 1
0, 41, 1
0, 2146, 2
0, 4832, 1
0, 5063, 2
0, 3160, 1
0, 756, 1
0, 1125, 1
0, 6121, 10
0, 2038, 4
0, 6946, 2
0, 2372, 1
0, 64, 9
0, 4725, 1
0, 6237, 4
0, 5513, 1
0, 5330, 1
0, 4020, 1
0, 3363, 2
0, 1378, 1
0, 5888, 4
0, 4939, 7
0, 2689, 1
0, 3076, 2
0, 5390, 1
0, 2621, 1
0, 1363, 1
0, 249, 1
0, 2275, 1
0, 3791, 1
0, 5682, 2
0, 285, 1
0, 3784, 1
0, 7103, 1
0, 2452, 1
0, 631, 1
0, 4386, 3
0, 1387, 3
0, 3642, 1
0, 1400, 1
0, 389, 1
0, 5309, 6
0, 5903, 1
0, 7161, 3
0, 5671, 2
0, 4839, 1
0, 6890, 1
0, 1657, 1
0, 4479, 1
0, 4118, 1
0, 5622, 1
0, 1556, 1
0, 2100, 2
0, 247, 4
0, 5772, 4
0, 4210, 1
0, 959, 5
0, 5, 1
0, 6678, 1
0, 809, 1
0, 2415, 1
0, 4738, 2
0, 430, 2
0, 2217, 4
0, 5573, 7
0, 4891, 2
0, 5609, 1
0, 3410, 1
0, 4931, 3
0, 3928, 1
0, 627, 1
0, 3346, 3
0, 875, 1
0, 6096, 1
0, 1629, 4
0, 6876, 1
0, 7361, 2
0, 561, 1
0, 6971, 1
0, 3822, 1
0, 6090, 1
0, 5953, 1
0, 6004, 9
0, 6069, 1
0, 5962, 2
0, 4605, 1
0, 6845, 10
0, 3099, 1
0, 1077, 1
0, 6580, 2
0, 825, 1
0, 1027, 1
0, 5799, 2
0, 4575, 1
0, 7266, 2
0, 5791, 2
0, 5036, 1
0, 6716, 3
0, 1981, 1
0, 1645, 1
0, 2950, 1
0, 5155, 1
0, 138, 2
0, 7193, 1
0, 4145, 1
0, 5222, 1
0, 5798, 1
0, 3435, 2
0, 3243, 1
0, 2389, 1
0, 3446, 2
0, 3186, 1
0, 6815, 1
0, 1023, 9
0, 847, 1
0, 1879, 2
0, 3986, 3
0, 584, 1
0, 5792, 2
0, 3077, 5
0, 567, 3
0, 3301, 1
0, 3676, 2
0, 5089, 6
0, 696, 1
0, 5650, 1
0, 3566, 1
0, 5024, 3
0, 5549, 4
0, 1654, 1
0, 1783, 1
0, 4671, 1
0, 492, 1
0, 1704, 1
0, 1075, 1
0, 4353, 1
0, 2238, 2
0, 5220, 1
0, 4770, 1
0, 3080, 1
0, 3684, 1
0, 5833, 8
0, 4529, 1
0, 1826, 2
0, 6759, 1
0, 1945, 1
0, 5536, 5
0, 4090, 1
0, 1102, 2
0, 2538, 3
0, 6744, 1
0, 5555, 1
0, 6642, 3
0, 6843, 1
0, 5434, 1
0, 552, 3
0, 2010, 3
0, 7126, 1
0, 5713, 2
0, 971, 1
0, 5479, 1
0, 2515, 1
0, 4046, 2
0, 4488, 1
0, 2992, 10
0, 5550, 1
0, 6685, 3
0, 7265, 6
0, 3059, 1
0, 1220, 2
0, 6238, 1
0, 2994, 1
0, 4080, 1
0, 785, 1
0, 879, 1
0, 159, 2
0, 233, 3
0, 1171, 1
0, 1719, 1
0, 7390, 3
0, 5738, 3
0, 5010, 1
0, 3695, 1
0, 3049, 1
0, 5445, 5
0, 2951, 1
0, 5108, 1
0, 7253, 3
0, 777, 4
0, 7328, 1
0, 2652, 1
0, 6871, 1
0, 1201, 11
0, 3598, 2
0, 99, 1
0, 4401, 1
0, 2129, 2
0, 4039, 1
0, 2351, 3
0, 4525, 1
0, 3292, 1
0, 2838, 1
0, 754, 1
0, 2590, 2
0, 6325, 3
0, 1163, 4
0, 1340, 2
0, 6226, 1
0, 5521, 2
0, 5867, 39
0, 1443, 1
0, 5842, 1
0, 1523, 1
0, 3724, 2
0, 6655, 1
0, 5238, 4
0, 4501, 1
0, 691, 1
0, 226, 1
0, 1709, 3
0, 7273, 1
0, 6213, 1
0, 6258, 2
0, 5360, 3
0, 3562, 2
0, 775, 8
0, 822, 1
0, 2941, 1
0, 4520, 1
0, 7338, 1
0, 2461, 2
0, 4495, 2
0, 385, 1
0, 5841, 1
0, 3937, 1
0, 6057, 3
0, 98, 2
0, 5985, 2
0, 510, 5
0, 5186, 2
0, 6865, 1
0, 6366, 1
0, 5998, 1
0, 5540, 2
0, 2037, 2
0, 2387, 1
0, 4452, 1
0, 6449, 1
0, 5450, 1
0, 1735, 1
0, 316, 1
0, 6116, 2
0, 5311, 1
0, 6134, 2
0, 7020, 1
0, 2786, 1
0, 4604, 1
0, 7320, 1
0, 4951, 2
0, 1012, 3
0, 3209, 1
0, 6167, 2
0, 1906, 2
0, 5932, 2
0, 2993, 2
0, 3354, 1
0, 2287, 2
0, 5788, 1
0, 4214, 1
0, 4221, 4
0, 4664, 5
0, 2598, 1
0, 3272, 1
0, 6034, 1
0, 2193, 1
0, 5470, 1
0, 3979, 1
0, 4536, 1
0, 1625, 1
0, 5887, 1
0, 4383, 3
0, 1375, 1
0, 2329, 1
0, 6457, 5
0, 2360, 1
0, 1368, 1
0, 5236, 2
0, 898, 1
0, 7254, 5
0, 4502, 1
0, 211, 4
0, 839, 1
0, 3434, 3
0, 1925, 2
0, 1873, 1
0, 2202, 1
0, 1608, 3
0, 6950, 4
0, 6653, 5
0, 5524, 11
0, 5012, 8
0, 864, 1
0, 539, 2
0, 3069, 1
0, 7056, 2
0, 43, 3
0, 747, 1
0, 4783, 7
0, 1243, 1
0, 874, 1
0, 6763, 2
0, 6255, 7
0, 282, 1
0, 187, 1
0, 6485, 2
0, 2106, 3
0, 6970, 2
0, 5852, 1
0, 6037, 1
0, 6861, 1
0, 633, 1
0, 265, 1
0, 4894, 1
0, 4620, 2
0, 309, 1
0, 4999, 3
0, 4349, 6
0, 3808, 1
0, 4888, 1
0, 6030, 1
0, 1444, 1
0, 4004, 1
0, 3266, 2
0, 3765, 2
0, 575, 1
0, 4083, 1
0, 1861, 2
0, 5753, 1
0, 895, 1
0, 3106, 2
0, 711, 4
0, 6636, 1
0, 3590, 1
0, 2736, 1
0, 6422, 3
0, 2332, 1
0, 4468, 2
0, 6583, 13
0, 3328, 3
0, 2727, 1
0, 4005, 37
0, 241, 1
0, 6817, 2
0, 5413, 1
0, 1883, 2
0, 4472, 1
0, 6982, 4
0, 804, 1
0, 2179, 1
0, 5431, 3
0, 7145, 1
0, 3500, 6
0, 6618, 1
0, 6747, 1
0, 5414, 1
0, 3155, 2
0, 3862, 1
0, 2511, 2
0, 1480, 1
0, 4259, 1
0, 5259, 1
0, 532, 2
0, 1882, 8
0, 5002, 1
0, 5875, 15
0, 6212, 1
0, 1101, 1
0, 6385, 3
0, 2319, 2
0, 5961, 14
0, 6495, 1
0, 3183, 1
0, 6225, 2
0, 4580, 1
0, 4313, 1
0, 846, 1
0, 6248, 1
0, 11, 1
0, 2456, 1
0, 6557, 1
0, 3903, 1
0, 1551, 1
1, 7310, 1
1, 5104, 2
1, 3495, 1
1, 2677, 1
1, 5203, 6
1, 2236, 2
1, 6589, 1
1, 6454, 1
1, 4409, 2
1, 2494, 2
1, 5928, 1
1, 862, 3
1, 3351, 1
1, 5548, 1
1, 6828, 1
1, 7085, 1
1, 6802, 1
1, 1438, 2
1, 6345, 2
1, 1908, 1
1, 5493, 2
1, 4836, 3
1, 988, 1
1, 4557, 1
1, 3600, 1
1, 2269, 1
1, 576, 2
1, 2293, 1
1, 170, 2
1, 188, 1
1, 1849, 1
1, 5803, 1
1, 7101, 1
1, 7281, 1
1, 7331, 3
1, 5013, 1
1, 995, 1
1, 788, 1
1, 4454, 1
1, 3932, 1
1, 5864, 1
1, 2594, 2
1, 587, 2
1, 5176, 4
1, 208, 1
1, 6182, 1
1, 1720, 2
1, 758, 1
1, 3156, 1
1, 773, 1
1, 2317, 1
1, 5065, 3
1, 1649, 2
1, 5623, 2
1, 3792, 8
1, 4995, 1
1, 5767, 7
1, 7201, 5
1, 4171, 1
1, 5922, 1
1, 6240, 1
1, 1157, 1
1, 3429, 1
1, 2483, 3
1, 3078, 6
1, 6160, 1
1, 1575, 16
1, 6726, 1
1, 471, 4
1, 6789, 1
1, 6229, 1
1, 2818, 1
1, 4581, 5
1, 2207, 2
1, 515, 1
1, 6448, 2
1, 5987, 2
1, 3466, 1
1, 2160, 5
1, 2008, 3
1, 4435, 1
1, 5440, 3
1, 5298, 1
1, 7169, 1
1, 7104, 4
1, 4211, 4
1, 7322, 2
1, 6220, 3
1, 6923, 4
1, 4157, 2
1, 6390, 2
1, 4505, 5
1, 4098, 4
1, 2007, 1
1, 1439, 1
1, 7269, 1
1, 2021, 2
1, 5633, 1
1, 7044, 1
1, 6830, 4
1, 3996, 1
1, 26, 3
1, 5921, 4
1, 2707, 2
1, 1527, 2
1, 2438, 1
1, 4615, 3
1, 7336, 2
1, 6043, 4
1, 1047, 4
1, 6881, 1
1, 1323, 2
1, 7036, 1
1, 6330, 3
1, 6326, 1
1, 2599, 3
1, 2412, 1
1, 5891, 2
1, 1579, 2
1, 4486, 1
1, 1934, 1
1, 4755, 2
1, 3377, 1
1, 799, 3
1, 2730, 1
1, 2782, 1
1, 3828, 1
1, 3359, 2
1, 3756, 1
1, 724, 1
1, 762, 1
1, 5899, 2
1, 7370, 2
1, 5111, 1
1, 4360, 3
1, 2743, 3
1, 416, 1
1, 4339, 1
1, 6386, 1
1, 32, 24
1, 2908, 3
1, 5424, 3
1, 1838, 1
1, 5640, 5
1, 5182, 1
1, 6109, 3
1, 7316, 16
1, 2653, 2
1, 4114, 2
1, 1936, 9
1, 7282, 1
1, 3648, 5
1, 5049, 5
1, 2357, 1
1, 4082, 4
1, 5681, 1
1, 4810, 1
1, 2048, 1
1, 27, 1
1, 4298, 1
1, 7407, 1
1, 705, 2
1, 4561, 1
1, 5746, 2
1, 868, 1
1, 4887, 1
1, 4919, 1
1, 1403, 1
1, 1870, 3
1, 6141, 4
1, 7359, 3
1, 221, 1
1, 6262, 2
1, 6464, 1
1, 5477, 2
1, 4709, 1
1, 5299, 1
1, 3334, 2
1, 6849, 1
1, 6776, 1
1, 3066, 1
1, 4981, 3
1, 3387, 1
1, 3110, 1
1, 2602, 1
1, 5883, 26
1, 7373, 1
1, 5588, 1
1, 7029, 1
1, 703, 1
1, 2325, 2
1, 4510, 1
1, 4322, 3
1, 3607, 1
1, 6078, 2
1, 4408, 2
1, 1759, 2
1, 2647, 4
1, 1196, 1
1, 4517, 3
1, 4002, 13
1, 5795, 1
1, 1567, 1
1, 362, 1
1, 2071, 1
1, 3079, 3
1, 4590, 2
1, 6643, 1
1, 4268, 1
1, 3548, 3
1, 92, 1
1, 6511, 12
1, 1503, 2
1, 5539, 1
1, 3816, 1
1, 6409, 3
1, 970, 1
1, 1319, 1
1, 6479, 2
1, 2927, 1
1, 5202, 1
1, 3437, 3
1, 252, 1
1, 2659, 1
1, 1261, 1
1, 3081, 2
1, 1837, 1
1, 2130, 4
1, 2323, 1
1, 4531, 1
1, 2964, 1
1, 3946, 1
1, 1414, 2
1, 2997, 4
1, 2569, 1
1, 3290, 3
1, 2905, 1
1, 7113, 1
1, 394, 7
1, 3100, 1
1, 329, 1
1, 733, 1
1, 2962, 8
1, 3125, 29
1, 7227, 1
1, 5825, 1
1, 4404, 7
1, 6651, 1
1, 3706, 1
1, 3958, 3
1, 4925, 1
1, 2762, 3
1, 2158, 2
1, 5989, 1
1, 1990, 1
1, 5383, 6
1, 6892, 1
1, 1714, 1
1, 4893, 3
1, 4213, 2
1, 5296, 3
1, 5492, 3
1, 6591, 1
1, 5068, 2
1, 5726, 1
1, 641, 3
1, 2312, 3
1, 2261, 4
1, 7267, 1
1, 6064, 1
1, 4978, 2
1, 5398, 3
1, 7176, 2
1, 6085, 1
1, 4849, 1
1, 6216, 1
1, 4956, 1
1, 5927, 6
1, 4056, 2
1, 6328, 1
1, 2086, 2
1, 5429, 1
1, 5149, 1
1, 4330, 1
1, 796, 5
1, 5436, 1
1, 5993, 5
1, 2482, 3
1, 1591, 1
1, 2143, 2
1, 4948, 7
1, 6279, 1
1, 124, 1
1, 1346, 4
1, 1846, 1
1, 1646, 2
1, 3652, 1
1, 6786, 1
1, 2650, 2
1, 5716, 1
1, 1318, 2
1, 1099, 1
1, 49, 1
1, 4407, 1
1, 5712, 1
1, 4202, 3
1, 2509, 1
1, 4284, 2
1, 853, 1
1, 5839, 1
1, 6032, 1
1, 7405, 1
1, 1828, 1
1, 2152, 1
1, 6297, 2
1, 7383, 1
1, 2023, 1
1, 617, 2
1, 5706, 1
1, 7137, 1
1, 5354, 1
1, 5377, 1
1, 360, 1
1, 7295, 7
1, 544, 1
1, 2687, 1
1, 5672, 2
1, 5606, 4
1, 5754, 1
1, 3927, 1
1, 3052, 2
1, 2863, 4
1, 174, 1
1, 4266, 4
1, 908, 2
1, 5547, 1
1, 4101, 2
1, 4619, 1
1, 7099, 2
1, 3057, 2
1, 952, 1
1, 985, 2
1, 1397, 1
1, 5574, 1
1, 181, 3
1, 1909, 3
1, 5728, 1
1, 4857, 5
1, 3886, 1
1, 661, 1
1, 5143, 4
1, 3593, 1
1, 669, 4
1, 5333, 7
1, 3428, 1
1, 3682, 1
1, 1517, 3
1, 2251, 10
1, 7401, 1
1, 1621, 3
1, 7038, 1
1, 1473, 1
1, 5762, 1
1, 6115, 3
1, 6938, 1
1, 1786, 1
1, 6102, 4
1, 4937, 1
1, 5920, 1
1, 4950, 1
1, 1489, 1
1, 1641, 1
1, 2963, 206
1, 5658, 5
1, 5057, 1
1, 1917, 3
1, 2859, 7
1, 4669, 2
1, 1952, 2
1, 6071, 1
1, 7347, 5
1, 4842, 1
1, 4710, 2
1, 3235, 2
1, 4461, 1
1, 453, 5
1, 7117, 1
1, 3083, 1
1, 1025, 1
1, 7321, 1
1, 3712, 2
1, 3727, 1
1, 14, 1
1, 1761, 1
1, 4361, 1
1, 3683, 2
1, 5814, 1
1, 5282, 1
1, 314, 2
1, 6615, 1
1, 3406, 1
1, 2985, 2
1, 3382, 9
1, 404, 6
1, 6585, 2
1, 5263, 5
1, 612, 4
1, 4183, 5
1, 5471, 1
1, 255, 1
1, 5321, 2
1, 4011, 11
1, 5781, 3
1, 5758, 1
1, 3602, 1
1, 1087, 9
1, 7045, 2
1, 1624, 2
1, 6757, 8
1, 3537, 1
1, 6778, 1
1, 5385, 1
1, 1768, 1
1, 6967, 1
1, 3821, 1
1, 4448, 1
1, 3367, 1
1, 3760, 1
1, 3827, 1
1, 3082, 1
1, 3572, 2
1, 2558, 1
1, 5439, 2
1, 6966, 1
1, 6107, 2
1, 6856, 1
1, 736, 1
1, 5979, 4
1, 3664, 1
1, 5119, 1
1, 6461, 5
1, 4696, 1
1, 3014, 2
1, 1511, 1
1, 2345, 1
1, 5984, 1
1, 3997, 1
1, 272, 1
1, 1046, 1
1, 572, 3
1, 4249, 3
1, 4651, 1
1, 6052, 1
1, 3453, 2
1, 3050, 1
1, 1792, 1
1, 1876, 1
1, 6820, 1
1, 5796, 1
1, 4345, 1
1, 267, 11
